Id, Label
1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 1
8, 1
9, 0
10, 1
11, 0
12, 0
13, 0
14, 1
15, 1
16, 1
17, 0
18, 0
19, 1
20, 1
21, 1
22, 1
23, 1
24, 1
25, 0
26, 1
27, 0
28, 1
29, 1
30, 1
31, 0
32, 1
33, 0
34, 1
35, 0
36, 0
37, 0
38, 1
39, 1
40, 0
41, 0
42, 1
43, 1
44, 0
45, 0
46, 0
47, 1
48, 1
49, 1
50, 1
51, 0
52, 1
53, 0
54, 1
55, 1
56, 1
57, 0
58, 0
59, 1
60, 0
61, 1
62, 1
63, 0
64, 0
65, 0
66, 0
67, 0
68, 0
69, 1
70, 1
71, 0
72, 1
73, 0
74, 0
75, 0
76, 1
77, 0
78, 1
79, 1
80, 1
81, 0
82, 0
83, 1
84, 1
85, 0
86, 0
87, 1
88, 1
89, 0
90, 1
91, 1
92, 0
93, 0
94, 0
95, 0
96, 0
97, 0
98, 1
99, 1
100, 1
101, 0
102, 0
103, 1
104, 0
105, 1
106, 1
107, 0
108, 1
109, 0
110, 0
111, 0
112, 1
113, 0
114, 0
115, 1
116, 1
117, 1
118, 0
119, 1
120, 0
121, 0
122, 1
123, 1
124, 1
125, 0
126, 1
127, 0
128, 1
129, 0
130, 0
131, 1
132, 0
133, 0
134, 1
135, 0
136, 0
137, 0
138, 0
139, 1
140, 0
141, 0
142, 0
143, 1
144, 1
145, 1
146, 1
147, 0
148, 1
149, 1
150, 1
151, 0
152, 0
153, 0
154, 0
155, 0
156, 0
157, 0
158, 1
159, 1
160, 0
161, 0
162, 1
163, 1
164, 0
165, 1
166, 0
167, 0
168, 1
169, 1
170, 0
171, 0
172, 1
173, 0
174, 1
175, 1
176, 0
177, 1
178, 1
179, 1
180, 1
181, 0
182, 0
183, 0
184, 1
185, 0
186, 1
187, 0
188, 1
189, 0
190, 0
191, 1
192, 0
193, 1
194, 1
195, 1
196, 1
197, 0
198, 0
199, 0
200, 1
201, 1
202, 1
203, 0
204, 1
205, 1
206, 1
207, 0
208, 1
209, 0
210, 0
211, 1
212, 1
213, 1
214, 1
215, 0
216, 0
217, 0
218, 0
219, 0
220, 1
221, 1
222, 1
223, 1
224, 0
225, 0
226, 1
227, 1
228, 1
229, 1
230, 0
231, 1
232, 1
233, 0
234, 0
235, 0
236, 1
237, 1
238, 1
239, 1
240, 0
241, 1
242, 1
243, 1
244, 1
245, 1
246, 1
247, 1
248, 0
249, 0
250, 1
251, 0
252, 0
253, 1
254, 0
255, 1
256, 1
257, 0
258, 1
259, 1
260, 1
261, 0
262, 0
263, 0
264, 1
265, 1
266, 1
267, 1
268, 0
269, 1
270, 0
271, 1
272, 0
273, 1
274, 1
275, 0
276, 1
277, 0
278, 0
279, 1
280, 0
281, 0
282, 0
283, 1
284, 1
285, 1
286, 0
287, 0
288, 1
289, 1
290, 1
291, 0
292, 0
293, 1
294, 1
295, 1
296, 1
297, 1
298, 1
299, 1
300, 1
301, 1
302, 1
303, 0
304, 0
305, 1
306, 1
307, 1
308, 0
309, 0
310, 0
311, 0
312, 1
313, 1
314, 0
315, 0
316, 1
317, 1
318, 0
319, 0
320, 0
321, 1
322, 0
323, 0
324, 0
325, 0
326, 0
327, 1
328, 1
329, 0
330, 0
331, 1
332, 1
333, 1
334, 0
335, 1
336, 0
337, 1
338, 0
339, 1
340, 1
341, 0
342, 0
343, 1
344, 1
345, 0
346, 1
347, 1
348, 0
349, 0
350, 0
351, 1
352, 1
353, 1
354, 0
355, 0
356, 0
357, 0
358, 1
359, 1
360, 1
361, 1
362, 1
363, 0
364, 0
365, 0
366, 1
367, 0
368, 0
369, 0
370, 1
371, 0
372, 0
373, 1
374, 1
375, 0
376, 1
377, 0
378, 1
379, 0
380, 0
381, 1
382, 1
383, 1
384, 0
385, 1
386, 0
387, 0
388, 0
389, 1
390, 0
391, 0
392, 0
393, 0
394, 0
395, 0
396, 0
397, 1
398, 0
399, 0
400, 1
401, 1
402, 1
403, 1
404, 1
405, 0
406, 1
407, 0
408, 0
409, 0
410, 1
411, 0
412, 0
413, 0
414, 0
415, 1
416, 0
417, 1
418, 0
419, 1
420, 0
421, 1
422, 0
423, 1
424, 1
425, 0
426, 1
427, 1
428, 0
429, 0
430, 1
431, 1
432, 0
433, 1
434, 1
435, 0
436, 0
437, 1
438, 1
439, 1
440, 0
441, 1
442, 0
443, 1
444, 1
445, 0
446, 0
447, 0
448, 0
449, 1
450, 0
451, 1
452, 0
453, 0
454, 0
455, 1
456, 0
457, 1
458, 0
459, 1
460, 0
461, 1
462, 0
463, 0
464, 1
